reviewer,rate,review,movie_title
조현수,2.5,세계관 적립은 아주 좋았다.도둑이 되어 나쁜 짓을 너무나 당연하게 여기는 것이 너무 가볍자 않나 싶다.결국 흔한 약쟁이 영화로 끝나서 아쉽다.그래도 계속 보는 이끌림은 좋았다.,코드 8
종진,2.0,캐릭터도 이야기도 액션도 다 밍밍하다.이 영화에서 유일하게 좋았던 점은 성 강이 출연 한다는 것.,코드 8
J Kim,3.0,돌연변이도 인간+기계 연합은 못 당해내는군. 근데 2016년에 단편 공개 후 3년 뒤 장편 영화화할만큼은 아니었던거 같은데?!,코드 8
길베르토,2.5,재밌을거 같은거는 다 넣어서 만들어 놨지만 싱겁다. 드라마 정도 생각하면 볼 수 있을 정도,코드 8
BeBe (재미감별사),3.0,능력자들이 극빈층이 된다는 설정에 공감을 갖기는 힘들지만 (남들과 다르다고 차별받는 사람들의 고통을 비유한건가?) 적당한 미래 설정과 드라마는 재미있었음! CG 수준이 높아서 몰입이 잘 됐음 ㅋ,코드 8
이종석,3.0,특수 인간.. 진화되거나 다른 인간 들을 또 차별하고 억누르는 미래세상에 대한 신선한 아이디어. 하지만 너무 지루하다. 오히려 단편이 더 좋을듯.,코드 8
유진,2.5,"전기인간, 각종 초능력에 로봇까지 나오는데 어쩜 이래..",코드 8
권오성,3.0,만들다만듯한 세계관이 영화전체에 영향을 끼친듯. 모든게 어중간함.,코드 8
최지웅,2.0,초반 프롤로그만 봐도 그만,코드 8
푸리,1.5,좋은소재를 가지고 왜 그렇게 납득하기 힘든 지지부진한 전개를...,코드 8
ㄱ강현우,2.0,슈퍼히어로보다는 인종차별받는 초능력자들 210917(재),코드 8
idaein,1.5,초능력이고 뭐고 그냥 영화 자체가 흥미가 제로에 가깝다.,코드 8
유지철,2.5,sf든 판타지든 세계관이 생명인 것을.,코드 8
TK Lee,2.0,감독이 짜장vs짬뽕 고민하다짬짜면 만들어 버린 느낌? 변종이든 기계든 하나만 가지고 가는게 좋았을 것 같은데. 드물게 볼 수 있는 심심한 SF 영화,코드 8
이용희,0.5,"억압과 통제의 부작용. 익숙한 주제를 별거 없는 비쥬얼로 그린다. 리드에게 열심히 당위성을 부여하려 해보지만, 결국 그 아비에 그 아들일 뿐이다. 2019년 12월 25일에 봄 ",코드 8
맛스타,1.5,세계관 설정만 빼고 전부 뭐지.. 싶을정도로 엉성한 영화,코드 8
황준호,2.0,디스토피아 영화를 볼땐 그 세계에 흠씬 몰입하게 되지만 이 작품은 얼른 이 세계에서 빠져나오고 싶을 정도였다.,코드 8
담시노,3.0,엄마는 겨울왕국의 엘사인데본능을 감추고 슈퍼마켓 비정규직. 우리의 주인공은 에네르기파를 쏘는데좀 약한 전자파지만 연습해서 일취월장. 애인은 나메크성인 중 덴데가 여자로 환생더 큰 기대를 했지만역할이 미미 했다. 이정도 세명이면 지구정복할텐데병원치료비조차 감당 못하는 차상위계층. 이들의 모험이 계속 될 조짐이 보이긴 하다. .할리우드라면 또하나의 어벤저스 탄생.,코드 8
문성준,3.5,"마침 최근 본 영화 두개가 캐나다산 초능력물인데, 세계관이 비슷해서 신기하기까지 함.여튼 기대가 너무 없어서인지 흥미롭게 봤음. 무시에서 오는 혐오와 두려움에서 오는 혐오는 항상 비슷한 형태를 보이는데, 생각보다 이를 잘 보여주고 있음. 제작비가 조금만 더 있었으면 어땠을까 하는 아쉬움...",코드 8
정한진,3.5,반가운 얼굴들이 보여서 좋았는데아멜네가 형제였구나 ㅋㅋㅋㅋ 어쩐지 닮았더라😂인공지능 로봇경찰이 너무 사람처럼 움직여서 웃기기도 하고 능력범죄자 몇명 잡는다고 대부분의 능력자들을 벌레취급하는 태도가 마치 우리나라의 현실을 보는것 같기도 하더라...ㅋ 일해라 노예들아! 외국에선 대우받을 기술들인데:/그와중에 나름 담으려고 노력하는 모습은 봐줄만했다.박씨도 반가워요:),코드 8
조항빈,2.5,"'코드 8'은 초능력을 가지고 태어난 소수의 사람들이 핍박받는 세계에서 병든 어머니를 구하기 위해 범죄 조직과 손을 잡는 주인공에 대한 SF 범죄 드라마다. 이 영화는 작은 SF 영화로서 상당히 효율적인 시각효과를 통해 탄탄한 세계관을 정립한 전형적인 범죄 영화다.영화의 이야기 자체는 상당히 전형적이다. 돈이 필요한 범죄자들과 배신과 그들을 뒤쫓는 경찰에 대한 이야기이고, 전개도 상당히 뻔하며, 인물들에 대한 이야기도 상당히 얕다. 하지만 이 영화의 재미는 어느 정도는 그 세계관에서 온다. 억압받는 소수의 초능력자들에 대한 설정은 '엑스맨'을 연상케하며, 미국 내 인종이나 이민자 갈등과 비슷한 점이 많다. 그런 점들을 암시하는 장면들도 꽤 여럿 있지만, 그 외에도 영화는 다양한 능력자들이 능력을 사용하여 범죄를 저지르고 쫓고 쫓기는 재미있는 씬들도 연출하며 아주 가벼운 오락물로서의 기능은 한다. 영화의 시각효과는 과하지 않게 딱 효율적으로 필요한 순간들에만 잘 사용되기 때문에 그 퀄리티도 상당히 괜찮다.",코드 8
LeA,2.5,"소재는 흥미로웠지만, 결국 식상한 이야기.- 넷플릭스",코드 8
붉은 돼지,2.5,엑스맨과 엘리시움 섞고 K-신파 추가하기,코드 8
불온,3.0,-사람은 삶이 버거워지면 반격을 시작하지.나쁘지 않은 세계관이나 빌드업이 탄탄하지 못한 게 아쉽다.,코드 8
꾸러미,2.0,초능력자도 산업혁명의 피해자라는 설정은 재미있었다. 소수자로서 권리를 주장하는 정치적인 성격이었다면 좋았을지도..,코드 8
Fromme,0.5,그럴싸한 컨셉만으로 밀어붙이기엔 이야기나 액션의 밀도가 매우 아쉽다.,코드 8
ㅇㅇㅇ,2.5,코너에 있는 능력자의 싸이클,코드 8
시무룩한캘빈,2.5,재미있는 요소를 이것 저것 넣어 봤는데 노잼이 나왔네.,코드 8
박원준,2.5,흥미로운 이야기는 이미 ‘엑스맨’에서 끝났다,코드 8
영화보는재미,2.0,이렇게 만들다 말아버린 엉성 한 작품.한줄평: 우리는 이미 너무 많은 소재들을 경험 했기에 이렇게 만들면 노잼.,코드 8
MJ(MOVIEJOY),2.0,능력을 다루지도 못하는데 그걸 써먹을려고 한다.,코드 8
이영준,2.5,학교 앞 먹자골목 백반집 같은 SF 초능력물,코드 8
검은안개꽃,2.0,채피가 거기서왜나와~,코드 8
ksj105303,3.0,그럭저럭 볼만한 SF영화,코드 8
송경원 평론가 봇,2.5,"설정과 세계관의 가능성을 남겨둔 채, 작고 안전하게",코드 8
지화자 어절씨구,3.0,'엑스맨  다크피닉스'보다 낫다.,코드 8
scv,2.0,보통인간이 특수인간보다 나은건 쪽수밖에 없을 정도로 영화속 세계에선 여전히 매력적인 특수인간들인데 차별로 그들을 억누른다는 설정에 공감이 안가니 영화가 재미없다.,코드 8
마늘빵,3.0,SF는 상상력을 기반으로 세계를 촘촘하게 만들어야 반은 먹고 들어간다. 이건 그냥 범죄 영화일뿐. 세계관 없이 미래를 창조했다.—특수한 능력을 지닌 이들이 역으로 차별받는 세상을 그려내고 사회적 약자로 보게 한 건 소득.,코드 8
재밌으면 우는 고양이,2.5,ㄴ ㅑ,코드 8
세리,2.0,흥미로운 소재를 낭비해버린 진부한 범죄 영화,코드 8
찡빈,3.5,반년만 지나면 무슨 내용이였는지 금방 까먹을테지만 그래도 꽤 볼만하다.,코드 8
영화시청기계,2.5,초능력자와 일반인간 갈등을 다룬 영화인줄 알았더니그건 그냥 설정놀이고 오버테크놀로지 시대에 사는 마마보이 피카츄이야기였네.,코드 8
정성학🇰🇷,2.0,한전에 취업하면 대박일텐데..,코드 8
송인욱,2.0,넷플릭스 오리지널 영화는 항상 실망가득흥미 있는 소재로 만들다만 느낌,코드 8
이장님,2.5,너무 심심해 넷플릭스 영화는 항상 텅비었어마무리는 역시나 신비한 척,코드 8
산도,3.0,드라마엿으면 오점줫을텐디,코드 8
MJ,4.0,힐러는 그렇게 살더라.,코드 8
진32,3.0,19.12.24뭐 이리 싱거운 영화가 다있소.. 육수 만드려고 좋은 약재 좋은 고기 다 넣고 끓였는데 하나도 우러나지 않은 느낌,코드 8
모나드25,2.5,재미는 없지만 미워할수 없는 착함이 있는 영화.,코드 8
박태준,2.0,블록버스터인 척 하는 저예산 SF  무비. 세계관은 나름 참신했다.,코드 8
박진,2.0,최고의 요리재료도초보 요리사 앞에서는 음식물 쓰레기로 전락할 뿐이다.,코드 8
왕밤빵,1.0,깊이도 재미도 액션도 초능력 기대이하,코드 8
살기좋은 지구,2.0,효능력자 범죄물,코드 8
황민철,2.5,"겉보기에는 무척 탐스러웠는데, 한입 베어무니 이도저도 아닌 밍밍함만이 남아있다. 초능력과 액션이 난무할 것만 같은 흥미진진함은 진부한 스토리와 전형적인 교훈점에만 붙잡힌 채 의미없고 재미없게 소비된다. 미래를 표현해낸 볼거리와 시사점 정도를 제외하면 별 거 없어보이는, 아무리 좋은 재료라도 조리방식과 양념이 이렇게 별로라는 걸 그대로 보여주는 결과물이 아쉽다.",코드 8
투팍,2.0,그놈의 병원비,코드 8
John Doe,3.0,엑스맨 외전…?,코드 8
김필종,0.5,억지로 끝낸느낌. 뭐여~,코드 8
HAN,3.0,아멜 형제가 둘이 다해먹음 ㅋ,코드 8
심야할인,2.0,<엑스맨 - 데이즈 오브 퓨쳐 패스트>의 저예산 버젼 같다.,코드 8
HANs,3.0,예전엔 영화가 재미없으면배우들 탓을 했는데이제는 감독 욕을 한다.좋은 소재를 가져다놓고이게 최선이였나?  싶은 의문이 맴돈다.- 200821,코드 8
Bob Choi,2.0,드라마로 제작했다면 어땠을까 하는 아쉬움,코드 8
팬서,2.0,평타도 치지 못한 sf 아류작.,코드 8
키이라 나이타,3.0,극장에서 영화보고싶다~ㅠㅠ,코드 8
태평한 미아,2.0,스토리와 세계관 모두 엉성하다.,코드 8
김폴더,1.5,차별을 당한다며 시작하지만 실제 내용은 훨씬 지엽적이다.,코드 8
isahella,3.5,"평이 왜케 낮은지 모르겠다.인트로부터 그렇고, 생각보다 잘 만들어진 영화.",코드 8
팽도리,0.5,?,코드 8
maru,3.0,가볍게 보기 좋다천대 받는 초능력자와 그 초능력자를 재료로 만든 마약 범죄가 잘 버무려진 영화마지막 장면이 조금 아쉽긴한데 그래도 보기에 나쁘지 않다,코드 8
SsoonMan,2.0,뭔가 엉성하다,코드 8
sunny7,1.5,스토리는 괜찮은것 같은데.. 영화가 너무 심심하다.,코드 8
김무영,1.5,넷플릭스 순위에 올라와있길래 봤다.질문은 잘 던졌지만 던지고 받지 못했다.,코드 8
Jaemin Park,1.0,"넷플릭스에서 많은 사람들이 봤다고 재미있는건 아니라는걸 알게해준 영화재미도, 감동도, 하다못해 그래픽도 ㅡ.ㅜ",코드 8
Jun Hyuk Kim,2.5,초능력 차별 미래 사회란 소재는 이제는 흔하고 스토리마저 비슷하니 흥미가 떨어진다.,코드 8
설_,1.5,어중간한 세계관에 무작정 끼워맞추려고 하네..예상 보다 더딘 전개에 지루했다,코드 8
catclover,3.0,엑스맨을 좋아하는 나는 볼만했음.,코드 8
De_bear,1.0,뻔한 얘기 뻔한결말,코드 8
또또비엥,3.0,용두사미,코드 8
Bang Dal,3.0,차별은 어느 상상속에서도 가혹한 듯.,코드 8
김웅기,2.0,"거창한 설정, 볼품없는 내용.",코드 8
IMDb 평점,3.5,6.1점,코드 8
안일희,3.0,"생각보다는 좋고, 생각만큼 재밌진 않다. 발열, 방전, 염동, 괴력, 치유, 독심 같은 능력자들이 차별적 소외자가 되는 과정에 대한 서술은 자동화나 기계화되는 세상의 변화뿐이다. 손에 꼽을만한 극소수 숫자도 아니고, 인구 대비 몇% 정도나 되는 많은 숫자들이 하층민으로 전락하고 소외자가 되는 인과가 충분치 않다. 능력자들이 외모가 혐오스럽거나 이질적인 것이 아닌 이상, 군인, 경찰, 소방관, 의사로 전방위 활용될 인력들 다수가 일용직 노동자나 파트타임으로 근근히 먹고 살아가야 하는 이유를 모르겠다. 근미래가 아니라 더 먼 미래, 완전 기계화 자동화된 인공지능 세계가 아니라면 먹히지 않을 설정이다. 그런 미래가 오더라도 치유, 독심 능력자들은 크게 잘 먹고 잘 살터이다.",코드 8
박만복,4.0,이런식으로 나오면 에릭 랜셔쿤 손을 들어줄수밖에없는거시에요,코드 8
권봇,4.5,능력자들이 입지를 다지기 힘들다는 설정은 아쉽지만그외엔 전부 볼만했다,코드 8
이진훈,3.5,혐오는 내가 그들보다 우월해서 일어나는게 아니다 ..그들이 나보다 더 우월하다는 두려움 때문이지,코드 8
Sooin Lee,3.0,"SF를 보여주는 것 같지만, 사람들이 어떤 생각과 감정으로 살아가는지 묻어 있달까?그 이상도, 그 이하도 아닌 정도",코드 8
후루둥,2.5,소재는 특별한 느낌인데 보고 있으면 무감각해진다.,코드 8
휴먼메이드,1.0,보다가 중간에 게임했다.,코드 8
문준기,2.0,"초능력자물을 너무 많이 본 내 입장에서 능배물과 하이스트 장르의 결합이나 차별받는 초능력자, 초능력자로 현대 미국사회 비판하기까지 전부 식상했음오락영화로서 후반부 싸움도 그저 그랬고, 경비로봇 역시 주인공이 하이스트에 껴야하는 당위성 그 이상도 이하도 아니었다",코드 8
감자탕와뼈해장국,2.0,2023. 04. 26내용도 모르겠고...감정도 모르겠고...의도도 모르겠다...,코드 8
임준성,2.0,23.04.26,코드 8
more930607,2.0,더 재밌을 수 있었을텐데 아쉽다,코드 8
김지윤,3.0,엑스맨...?,코드 8
예원_,2.5,"많이 먹어본 맛이지만, 그만큼 완성도가 높은 작품.",코드 8
백성재,3.0,킬링타임 조오타,코드 8
경도76,2.5,으음~...,코드 8
이상민,1.5,"이것 저것 늘어놓고, 있어 보이는 척만 가득",코드 8
0기,3.0,초능력을 쓰다 보면 발견하게 되는 가장 큰 초능력.,코드 8
Sanghyeok Lee,2.0,어정쩌정~,코드 8
산골소년,1.5,한심하다 ㅜㅜ,코드 8
이용민,2.5,돌연변이의 차별과 반란이란 소재는 이미 여러 영화에서충분히 뽑았다 그것을 이겨낼 특별함이 보이지 않는다,코드 8
TJ,3.5,킬타치곤 평타침드론로봇은 정말 그럴듯하군,코드 8
모니터앞잉여,3.0,다시 봤는데 뭐 있는 척하는 다른 것들 보다는 담백하니 나은 것 같다. 시류는 막을 수 없었지만 아주 작은 것들은 달라지고 있다는  담담한 마무리. 아무리 생각해봐도 세상이 바뀌려면 가장 작은 것부터 바뀌어야 한다. 일상이 바뀌어야 세상이 바뀐다.(2023.04.16) 별2개 > 별3개,코드 8
